Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used
28/08/2024,7:10PM,51.809kWh,3.499kWh/kW,7W,0W,0.000kW/kW,20.2C,231.7V,7.086kWh,144W
28/08/2024,7:05PM,51.809kWh,3.499kWh/kW,4W,0W,0.000kW/kW,20.2C,232.3V,7.074kWh,156W
28/08/2024,7:00PM,51.809kWh,3.499kWh/kW,5W,12W,0.001kW/kW,17.4C,231.9V,7.061kWh,156W
28/08/2024,6:55PM,51.808kWh,3.499kWh/kW,19W,12W,0.001kW/kW,17.4C,231.1V,7.048kWh,156W
28/08/2024,6:50PM,51.807kWh,3.499kWh/kW,14W,12W,0.001kW/kW,17.4C,233.0V,7.035kWh,156W
28/08/2024,6:45PM,51.806kWh,3.499kWh/kW,16W,12W,0.001kW/kW,17.4C,232.0V,7.022kWh,192W
28/08/2024,6:40PM,51.805kWh,3.499kWh/kW,13W,12W,0.001kW/kW,20.2C,231.6V,7.006kWh,252W
28/08/2024,6:35PM,51.804kWh,3.499kWh/kW,15W,12W,0.001kW/kW,16.9C,232.5V,6.985kWh,240W
28/08/2024,6:30PM,51.803kWh,3.499kWh/kW,15W,12W,0.001kW/kW,16.9C,234.0V,6.965kWh,252W
28/08/2024,6:25PM,51.802kWh,3.499kWh/kW,14W,12W,0.001kW/kW,16.9C,233.5V,6.944kWh,252W
28/08/2024,6:20PM,51.801kWh,3.499kWh/kW,12W,12W,0.001kW/kW,16.9C,233.3V,6.923kWh,264W
28/08/2024,6:15PM,51.800kWh,3.499kWh/kW,16W,12W,0.001kW/kW,16.9C,233.3V,6.901kWh,264W
28/08/2024,6:10PM,51.799kWh,3.499kWh/kW,15W,12W,0.001kW/kW,16.9C,233.8V,6.879kWh,252W
28/08/2024,6:05PM,51.798kWh,3.499kWh/kW,18W,12W,0.001kW/kW,16.9C,234.8V,6.858kWh,156W
28/08/2024,6:00PM,51.797kWh,3.499kWh/kW,9W,12W,0.001kW/kW,16.9C,234.0V,6.845kWh,156W
28/08/2024,5:55PM,51.796kWh,3.499kWh/kW,15W,12W,0.001kW/kW,16.9C,233.7V,6.832kWh,156W
28/08/2024,5:50PM,51.795kWh,3.498kWh/kW,25W,12W,0.001kW/kW,16.9C,233.9V,6.819kWh,144W
28/08/2024,5:45PM,51.794kWh,3.498kWh/kW,11W,12W,0.001kW/kW,17.4C,233.7V,6.807kWh,156W
28/08/2024,5:40PM,51.793kWh,3.498kWh/kW,5W,0W,0.000kW/kW,17.4C,234.2V,6.794kWh,156W
28/08/2024,5:35PM,51.793kWh,3.498kWh/kW,12W,0W,0.000kW/kW,18.0C,233.6V,6.781kWh,156W
28/08/2024,5:30PM,51.793kWh,3.498kWh/kW,2W,0W,0.000kW/kW,18.0C,233.7V,6.768kWh,156W
28/08/2024,5:25PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,18.0C,234.1V,6.755kWh,156W
28/08/2024,5:20PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,18.5C,234.1V,6.742kWh,252W
28/08/2024,5:15PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,18.5C,233.5V,6.721kWh,252W
28/08/2024,5:10PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,18.5C,233.4V,6.700kWh,348W
28/08/2024,5:05PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,18.5C,234.7V,6.671kWh,348W
28/08/2024,5:00PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,19.1C,237.3V,6.642kWh,360W
28/08/2024,4:55PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,19.1C,231.8V,6.612kWh,360W
28/08/2024,4:50PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,19.6C,231.5V,6.582kWh,360W
28/08/2024,4:45PM,51.793kWh,3.498kWh/kW,0W,0W,0.000kW/kW,19.6C,232.9V,6.552kWh,360W
28/08/2024,4:40PM,51.793kWh,3.498kWh/kW,8W,12W,0.001kW/kW,19.6C,230.9V,6.522kWh,372W
28/08/2024,4:35PM,51.792kWh,3.498kWh/kW,0W,0W,0.000kW/kW,19.7C,232.0V,6.491kWh,372W
28/08/2024,4:30PM,51.792kWh,3.498kWh/kW,2W,0W,0.000kW/kW,20.2C,231.1V,6.460kWh,384W
28/08/2024,4:25PM,51.792kWh,3.498kWh/kW,5W,0W,0.000kW/kW,20.2C,231.4V,6.428kWh,384W
28/08/2024,4:20PM,51.792kWh,3.498kWh/kW,8W,12W,0.001kW/kW,20.2C,230.3V,6.396kWh,312W
28/08/2024,4:15PM,51.791kWh,3.498kWh/kW,9W,0W,0.000kW/kW,20.2C,231.4V,6.370kWh,300W
28/08/2024,4:10PM,51.791kWh,3.498kWh/kW,7W,12W,0.001kW/kW,22.5C,231.0V,6.345kWh,168W
28/08/2024,4:05PM,51.790kWh,3.498kWh/kW,0W,0W,0.000kW/kW,22.5C,231.5V,6.331kWh,156W
28/08/2024,4:00PM,51.790kWh,3.498kWh/kW,9W,12W,0.001kW/kW,21.3C,231.1V,6.318kWh,156W
28/08/2024,3:55PM,51.789kWh,3.498kWh/kW,7W,0W,0.000kW/kW,21.3C,233.0V,6.305kWh,144W
28/08/2024,3:50PM,51.789kWh,3.498kWh/kW,9W,12W,0.001kW/kW,21.3C,231.5V,6.293kWh,144W
28/08/2024,3:45PM,51.788kWh,3.498kWh/kW,12W,12W,0.001kW/kW,21.3C,230.9V,6.281kWh,132W
28/08/2024,3:40PM,51.787kWh,3.498kWh/kW,17W,12W,0.001kW/kW,21.3C,230.8V,6.270kWh,228W
28/08/2024,3:35PM,51.786kWh,3.498kWh/kW,5W,0W,0.000kW/kW,22.3C,231.2V,6.251kWh,264W
28/08/2024,3:30PM,51.786kWh,3.498kWh/kW,0W,12W,0.001kW/kW,25.7C,227.7V,6.229kWh,264W
28/08/2024,3:25PM,51.785kWh,3.498kWh/kW,12W,12W,0.001kW/kW,26.4C,228.9V,6.207kWh,252W
28/08/2024,3:20PM,51.784kWh,3.498kWh/kW,21W,24W,0.002kW/kW,26.4C,230.0V,6.186kWh,252W
28/08/2024,3:15PM,51.782kWh,3.498kWh/kW,30W,48W,0.003kW/kW,26.4C,230.3V,6.165kWh,252W
28/08/2024,3:10PM,51.778kWh,3.497kWh/kW,64W,72W,0.005kW/kW,26.4C,230.3V,6.144kWh,264W
28/08/2024,3:05PM,51.772kWh,3.497kWh/kW,91W,144W,0.010kW/kW,26.4C,228.8V,6.122kWh,264W
28/08/2024,3:00PM,51.760kWh,3.496kWh/kW,224W,312W,0.021kW/kW,28.1C,233.6V,6.100kWh,180W
28/08/2024,2:55PM,51.734kWh,3.494kWh/kW,447W,504W,0.034kW/kW,28.1C,230.6V,6.085kWh,144W
28/08/2024,2:50PM,51.692kWh,3.492kWh/kW,587W,756W,0.051kW/kW,30.8C,232.3V,6.073kWh,144W
28/08/2024,2:45PM,51.629kWh,3.487kWh/kW,973W,"1,368W",0.092kW/kW,30.8C,233.0V,6.061kWh,156W
28/08/2024,2:40PM,51.515kWh,3.480kWh/kW,"1,627W","1,716W",0.116kW/kW,30.8C,232.9V,6.048kWh,156W
28/08/2024,2:35PM,51.372kWh,3.470kWh/kW,"1,692W","1,332W",0.090kW/kW,30.8C,231.1V,6.035kWh,156W
28/08/2024,2:30PM,51.261kWh,3.462kWh/kW,"1,018W",900W,0.061kW/kW,30.7C,230.7V,6.022kWh,144W
28/08/2024,2:25PM,51.186kWh,3.457kWh/kW,"1,080W","1,416W",0.096kW/kW,31.0C,231.9V,6.010kWh,168W
28/08/2024,2:20PM,51.068kWh,3.449kWh/kW,"1,828W","2,568W",0.173kW/kW,31.0C,230.8V,5.996kWh,252W
28/08/2024,2:15PM,50.854kWh,3.435kWh/kW,"8,842W","10,284W",0.695kW/kW,31.0C,236.6V,5.975kWh,276W
28/08/2024,2:10PM,49.997kWh,3.377kWh/kW,"10,316W","10,380W",0.701kW/kW,31.0C,236.6V,5.952kWh,360W
28/08/2024,2:05PM,49.132kWh,3.319kWh/kW,"10,278W","10,452W",0.706kW/kW,30.7C,239.2V,5.922kWh,372W
28/08/2024,2:00PM,48.261kWh,3.260kWh/kW,"10,251W","10,248W",0.692kW/kW,30.7C,237.5V,5.891kWh,360W
28/08/2024,1:55PM,47.407kWh,3.202kWh/kW,"10,057W","10,308W",0.696kW/kW,30.7C,236.1V,5.861kWh,372W
28/08/2024,1:50PM,46.548kWh,3.144kWh/kW,"10,260W","10,044W",0.678kW/kW,30.5C,238.3V,5.830kWh,384W
28/08/2024,1:45PM,45.711kWh,3.088kWh/kW,"10,291W","10,368W",0.700kW/kW,30.5C,237.2V,5.798kWh,336W
28/08/2024,1:40PM,44.847kWh,3.029kWh/kW,"10,258W","9,408W",0.635kW/kW,30.5C,238.0V,5.770kWh,264W
28/08/2024,1:35PM,44.063kWh,2.976kWh/kW,"9,415W","9,012W",0.609kW/kW,29.7C,236.4V,5.748kWh,276W
28/08/2024,1:30PM,43.312kWh,2.925kWh/kW,"8,793W","9,576W",0.647kW/kW,29.7C,236.8V,5.725kWh,276W
28/08/2024,1:25PM,42.514kWh,2.872kWh/kW,"9,883W","10,200W",0.689kW/kW,29.7C,236.4V,5.702kWh,276W
28/08/2024,1:20PM,41.664kWh,2.814kWh/kW,"9,775W","9,828W",0.664kW/kW,29.2C,236.6V,5.679kWh,276W
28/08/2024,1:15PM,40.845kWh,2.759kWh/kW,"10,103W","10,392W",0.702kW/kW,29.2C,237.9V,5.656kWh,288W
28/08/2024,1:10PM,39.979kWh,2.700kWh/kW,"10,114W","9,984W",0.674kW/kW,29.2C,239.5V,5.632kWh,156W
28/08/2024,1:05PM,39.147kWh,2.644kWh/kW,"10,219W","10,716W",0.724kW/kW,29.2C,238.3V,5.619kWh,156W
28/08/2024,1:00PM,38.254kWh,2.584kWh/kW,"10,546W","10,800W",0.729kW/kW,28.6C,238.8V,5.606kWh,264W
28/08/2024,12:55PM,37.354kWh,2.523kWh/kW,"10,772W","10,116W",0.683kW/kW,28.6C,238.5V,5.584kWh,252W
28/08/2024,12:50PM,36.511kWh,2.466kWh/kW,"9,326W","9,012W",0.609kW/kW,28.6C,236.9V,5.563kWh,252W
28/08/2024,12:45PM,35.760kWh,2.415kWh/kW,"8,518W","9,288W",0.627kW/kW,28.5C,236.9V,5.542kWh,264W
28/08/2024,12:40PM,34.986kWh,2.363kWh/kW,"9,513W","10,308W",0.696kW/kW,28.5C,238.1V,5.520kWh,252W
28/08/2024,12:35PM,34.127kWh,2.305kWh/kW,"10,486W","9,228W",0.623kW/kW,28.5C,239.1V,5.499kWh,252W
28/08/2024,12:30PM,33.358kWh,2.253kWh/kW,"8,477W","8,460W",0.571kW/kW,28.8C,235.0V,5.478kWh,252W
28/08/2024,12:25PM,32.653kWh,2.206kWh/kW,"7,229W","6,756W",0.456kW/kW,28.8C,235.6V,5.457kWh,264W
28/08/2024,12:20PM,32.090kWh,2.168kWh/kW,"6,995W","7,524W",0.508kW/kW,28.5C,236.6V,5.435kWh,276W
28/08/2024,12:15PM,31.463kWh,2.125kWh/kW,"8,262W","10,380W",0.701kW/kW,28.5C,236.6V,5.412kWh,252W
28/08/2024,12:10PM,30.598kWh,2.067kWh/kW,"12,008W","12,360W",0.835kW/kW,28.5C,238.4V,5.391kWh,204W
28/08/2024,12:05PM,29.568kWh,1.997kWh/kW,"12,790W","7,620W",0.515kW/kW,28.5C,240.4V,5.374kWh,156W
28/08/2024,12:00PM,28.933kWh,1.954kWh/kW,"5,352W","5,544W",0.374kW/kW,28.5C,234.4V,5.361kWh,156W
28/08/2024,11:55AM,28.471kWh,1.923kWh/kW,"5,382W","6,816W",0.460kW/kW,28.0C,234.5V,5.348kWh,156W
28/08/2024,11:50AM,27.903kWh,1.885kWh/kW,"10,247W","6,876W",0.464kW/kW,28.0C,237.3V,5.335kWh,156W
28/08/2024,11:45AM,27.330kWh,1.846kWh/kW,"9,896W","10,248W",0.692kW/kW,28.0C,237.3V,5.322kWh,156W
28/08/2024,11:40AM,26.476kWh,1.788kWh/kW,"11,170W","10,728W",0.725kW/kW,27.8C,238.1V,5.309kWh,144W
28/08/2024,11:35AM,25.582kWh,1.728kWh/kW,"5,820W","10,116W",0.683kW/kW,26.7C,234.9V,5.297kWh,168W
28/08/2024,11:30AM,24.739kWh,1.671kWh/kW,"11,599W","10,272W",0.694kW/kW,26.7C,237.9V,5.283kWh,216W
28/08/2024,11:25AM,23.883kWh,1.613kWh/kW,"6,119W","6,672W",0.451kW/kW,26.7C,233.0V,5.265kWh,252W
28/08/2024,11:20AM,23.327kWh,1.576kWh/kW,"5,474W","5,628W",0.380kW/kW,26.7C,233.0V,5.244kWh,252W
28/08/2024,11:15AM,22.858kWh,1.544kWh/kW,"5,496W","6,024W",0.407kW/kW,27.0C,233.0V,5.223kWh,252W
28/08/2024,11:10AM,22.356kWh,1.510kWh/kW,"5,986W","6,276W",0.424kW/kW,27.0C,234.3V,5.202kWh,360W
28/08/2024,11:05AM,21.833kWh,1.475kWh/kW,"8,642W","5,316W",0.359kW/kW,27.0C,235.7V,5.172kWh,360W
28/08/2024,11:00AM,21.390kWh,1.445kWh/kW,"5,663W","8,616W",0.582kW/kW,26.6C,229.0V,5.142kWh,360W
28/08/2024,10:55AM,20.672kWh,1.396kWh/kW,"8,267W","9,396W",0.635kW/kW,26.6C,234.9V,5.112kWh,372W
28/08/2024,10:50AM,19.889kWh,1.343kWh/kW,"10,629W","8,772W",0.593kW/kW,26.6C,236.8V,5.081kWh,288W
28/08/2024,10:45AM,19.158kWh,1.294kWh/kW,"7,856W","8,748W",0.591kW/kW,26.6C,233.9V,5.057kWh,252W
28/08/2024,10:40AM,18.429kWh,1.245kWh/kW,"7,859W","8,328W",0.563kW/kW,26.6C,234.1V,5.036kWh,276W
28/08/2024,10:35AM,17.735kWh,1.198kWh/kW,"8,251W","7,188W",0.486kW/kW,26.3C,235.7V,5.013kWh,276W
28/08/2024,10:30AM,17.136kWh,1.157kWh/kW,"6,567W","8,352W",0.564kW/kW,26.3C,234.0V,4.990kWh,276W
28/08/2024,10:25AM,16.440kWh,1.110kWh/kW,"8,969W","8,892W",0.601kW/kW,26.3C,236.0V,4.967kWh,276W
28/08/2024,10:20AM,15.699kWh,1.060kWh/kW,"8,549W","8,412W",0.568kW/kW,26.6C,238.0V,4.944kWh,288W
28/08/2024,10:15AM,14.998kWh,1.013kWh/kW,"8,242W","8,328W",0.563kW/kW,26.6C,234.0V,4.920kWh,216W
28/08/2024,10:10AM,14.304kWh,0.966kWh/kW,"8,161W","8,100W",0.547kW/kW,26.6C,235.0V,4.902kWh,204W
28/08/2024,10:05AM,13.629kWh,0.921kWh/kW,"8,072W","8,040W",0.543kW/kW,26.1C,234.7V,4.885kWh,252W
28/08/2024,10:00AM,12.959kWh,0.875kWh/kW,"7,760W","7,644W",0.516kW/kW,26.1C,235.9V,4.864kWh,252W
28/08/2024,9:55AM,12.322kWh,0.832kWh/kW,"7,437W","7,512W",0.507kW/kW,26.1C,233.5V,4.843kWh,252W
28/08/2024,9:50AM,11.696kWh,0.790kWh/kW,"7,205W","7,164W",0.484kW/kW,26.1C,235.0V,4.822kWh,252W
28/08/2024,9:45AM,11.099kWh,0.750kWh/kW,"6,907W","6,996W",0.473kW/kW,25.8C,235.3V,4.801kWh,264W
28/08/2024,9:40AM,10.516kWh,0.710kWh/kW,"6,800W","6,876W",0.464kW/kW,24.9C,234.9V,4.779kWh,264W
28/08/2024,9:35AM,9.943kWh,0.672kWh/kW,"6,683W","6,840W",0.462kW/kW,24.9C,233.4V,4.757kWh,252W
28/08/2024,9:30AM,9.373kWh,0.633kWh/kW,"6,687W","6,756W",0.456kW/kW,25.2C,234.6V,4.736kWh,276W
28/08/2024,9:25AM,8.810kWh,0.595kWh/kW,"6,620W","6,732W",0.455kW/kW,25.2C,234.6V,4.713kWh,192W
28/08/2024,9:20AM,8.249kWh,0.557kWh/kW,"6,541W","6,588W",0.445kW/kW,24.7C,236.9V,4.697kWh,156W
28/08/2024,9:15AM,7.700kWh,0.520kWh/kW,"6,303W","6,420W",0.434kW/kW,24.7C,235.6V,4.684kWh,156W
28/08/2024,9:10AM,7.165kWh,0.484kWh/kW,"6,033W","5,976W",0.404kW/kW,24.7C,233.8V,4.671kWh,156W
28/08/2024,9:05AM,6.667kWh,0.450kWh/kW,"5,695W","5,748W",0.388kW/kW,24.7C,234.5V,4.658kWh,156W
28/08/2024,9:00AM,6.188kWh,0.418kWh/kW,"5,607W","5,712W",0.386kW/kW,24.7C,234.8V,4.645kWh,156W
28/08/2024,8:55AM,5.712kWh,0.386kWh/kW,"5,677W","5,856W",0.396kW/kW,24.7C,236.3V,4.632kWh,156W
28/08/2024,8:50AM,5.224kWh,0.353kWh/kW,"5,567W","5,616W",0.379kW/kW,24.7C,233.4V,4.619kWh,144W
28/08/2024,8:45AM,4.756kWh,0.321kWh/kW,"5,450W","5,532W",0.374kW/kW,24.7C,233.6V,4.607kWh,156W
28/08/2024,8:40AM,4.295kWh,0.290kWh/kW,"5,290W","5,304W",0.358kW/kW,24.7C,234.0V,4.594kWh,240W
28/08/2024,8:35AM,3.853kWh,0.260kWh/kW,"4,884W","4,812W",0.325kW/kW,24.7C,233.2V,4.574kWh,252W
28/08/2024,8:30AM,3.452kWh,0.233kWh/kW,"4,553W","4,512W",0.305kW/kW,24.7C,232.0V,4.553kWh,240W
28/08/2024,8:25AM,3.076kWh,0.208kWh/kW,"4,173W","4,092W",0.276kW/kW,24.6C,232.8V,4.533kWh,264W
28/08/2024,8:20AM,2.735kWh,0.185kWh/kW,"3,805W","3,828W",0.259kW/kW,24.6C,232.6V,4.511kWh,252W
28/08/2024,8:15AM,2.416kWh,0.163kWh/kW,"3,544W","3,504W",0.237kW/kW,24.1C,234.3V,4.490kWh,252W
28/08/2024,8:10AM,2.124kWh,0.143kWh/kW,"3,274W","3,228W",0.218kW/kW,24.1C,234.1V,4.469kWh,312W
28/08/2024,8:05AM,1.855kWh,0.125kWh/kW,"2,973W","2,928W",0.198kW/kW,23.5C,233.0V,4.443kWh,372W
28/08/2024,8:00AM,1.611kWh,0.109kWh/kW,"2,720W","2,628W",0.178kW/kW,23.5C,232.9V,4.412kWh,360W
28/08/2024,7:55AM,1.392kWh,0.094kWh/kW,"2,492W","2,484W",0.168kW/kW,23.5C,233.7V,4.382kWh,372W
28/08/2024,7:50AM,1.185kWh,0.080kWh/kW,"2,321W","2,280W",0.154kW/kW,22.4C,232.0V,4.351kWh,264W
28/08/2024,7:45AM,0.995kWh,0.067kWh/kW,"2,126W","2,136W",0.144kW/kW,22.4C,232.9V,4.329kWh,252W
28/08/2024,7:40AM,0.817kWh,0.055kWh/kW,"1,913W","1,872W",0.126kW/kW,22.4C,229.5V,4.308kWh,264W
28/08/2024,7:35AM,0.661kWh,0.045kWh/kW,"1,728W","1,644W",0.111kW/kW,21.4C,231.2V,4.286kWh,264W
28/08/2024,7:30AM,0.524kWh,0.035kWh/kW,"1,511W","1,380W",0.093kW/kW,21.4C,231.0V,4.264kWh,276W
28/08/2024,7:25AM,0.409kWh,0.028kWh/kW,"1,261W","1,152W",0.078kW/kW,21.4C,229.8V,4.241kWh,276W
28/08/2024,7:20AM,0.313kWh,0.021kWh/kW,"1,088W",996W,0.067kW/kW,20.8C,230.1V,4.218kWh,276W
28/08/2024,7:15AM,0.230kWh,0.016kWh/kW,938W,840W,0.057kW/kW,20.8C,230.8V,4.195kWh,240W
28/08/2024,7:10AM,0.160kWh,0.011kWh/kW,758W,648W,0.044kW/kW,20.8C,231.6V,4.175kWh,228W
28/08/2024,7:05AM,0.106kWh,0.007kWh/kW,600W,504W,0.034kW/kW,20.8C,231.3V,4.156kWh,252W
28/08/2024,7:00AM,0.064kWh,0.004kWh/kW,414W,348W,0.024kW/kW,20.8C,232.0V,4.135kWh,252W
28/08/2024,6:55AM,0.035kWh,0.002kWh/kW,284W,240W,0.016kW/kW,20.8C,231.9V,4.114kWh,264W
28/08/2024,6:50AM,0.015kWh,0.001kWh/kW,205W,132W,0.009kW/kW,20.8C,232.1V,4.092kWh,252W
28/08/2024,6:45AM,0.004kWh,0.000kWh/kW,85W,48W,0.003kW/kW,20.2C,231.9V,4.071kWh,264W
28/08/2024,6:40AM,0.000kWh,0.000kWh/kW,27W,0W,0.000kW/kW,20.2C,232.0V,4.049kWh,264W
28/08/2024,6:35AM,0.000kWh,0.000kWh/kW,2W,0W,0.000kW/kW,20.2C,231.4V,4.027kWh,228W
28/08/2024,6:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,232.3V,4.008kWh,156W
28/08/2024,6:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.3V,3.995kWh,156W
28/08/2024,6:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.5V,3.982kWh,156W
28/08/2024,6:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.0V,3.969kWh,156W
28/08/2024,6:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.3C,232.7V,3.956kWh,144W
28/08/2024,6:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.9V,3.944kWh,156W
28/08/2024,6:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.9V,3.931kWh,180W
28/08/2024,5:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.3V,3.916kWh,264W
28/08/2024,5:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.2V,3.894kWh,480W
28/08/2024,5:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,229.6V,3.854kWh,576W
28/08/2024,5:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.4V,3.806kWh,684W
28/08/2024,5:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.1V,3.749kWh,636W
28/08/2024,5:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,228.4V,3.696kWh,660W
28/08/2024,5:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,230.0V,3.641kWh,648W
28/08/2024,5:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,21.3C,229.9V,3.587kWh,708W
28/08/2024,5:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,21.3C,229.5V,3.528kWh,672W
28/08/2024,5:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,21.3C,229.4V,3.472kWh,660W
28/08/2024,5:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.7V,3.417kWh,660W
28/08/2024,5:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.9V,3.362kWh,636W
28/08/2024,4:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.8V,3.309kWh,660W
28/08/2024,4:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.5V,3.254kWh,660W
28/08/2024,4:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.2V,3.199kWh,684W
28/08/2024,4:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,228.6V,3.142kWh,708W
28/08/2024,4:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,228.2V,3.083kWh,828W
28/08/2024,4:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,224.8V,3.014kWh,816W
28/08/2024,4:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,228.3V,2.946kWh,900W
28/08/2024,4:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,228.2V,2.871kWh,888W
28/08/2024,4:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,228.6V,2.797kWh,828W
28/08/2024,4:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,227.6V,2.728kWh,660W
28/08/2024,4:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.0V,2.673kWh,660W
28/08/2024,4:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.6V,2.618kWh,660W
28/08/2024,3:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.4V,2.563kWh,636W
28/08/2024,3:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.2V,2.510kWh,552W
28/08/2024,3:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.7V,2.464kWh,540W
28/08/2024,3:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,231.4V,2.419kWh,540W
28/08/2024,3:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,230.0V,2.374kWh,564W
28/08/2024,3:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.7C,229.8V,2.327kWh,540W
28/08/2024,3:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,230.2V,2.282kWh,564W
28/08/2024,3:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,230.6V,2.235kWh,708W
28/08/2024,3:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,229.8V,2.176kWh,636W
28/08/2024,3:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.2C,229.2V,2.123kWh,720W
28/08/2024,3:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.4V,2.063kWh,804W
28/08/2024,3:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.4V,1.996kWh,768W
28/08/2024,2:55AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.9V,1.932kWh,768W
28/08/2024,2:50AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.7V,1.868kWh,768W
28/08/2024,2:45AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,229.0V,1.804kWh,648W
28/08/2024,2:40AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.9V,1.750kWh,660W
28/08/2024,2:35AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.5V,1.695kWh,648W
28/08/2024,2:30AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,228.8V,1.641kWh,648W
28/08/2024,2:25AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,229.1V,1.587kWh,708W
28/08/2024,2:20AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,227.4V,1.528kWh,648W
28/08/2024,2:15AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.8V,1.474kWh,648W
28/08/2024,2:10AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,231.7V,1.420kWh,660W
28/08/2024,2:05AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.6V,1.365kWh,648W
28/08/2024,2:00AM,0.000kWh,0.000kWh/kW,0W,0W,0.000kW/kW,20.8C,230.0V,1.311kWh,648W
