Date,Time,Energy,Efficiency,Power,Average,Normalised,Temperature,Voltage,Energy Used,Power Used
14/09/2024,11:55PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,13.5C,236.1V,9.085kWh,36W
14/09/2024,11:50PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.6C,235.7V,9.082kWh,48W
14/09/2024,11:45PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.6C,235.7V,9.078kWh,36W
14/09/2024,11:40PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.6C,235.1V,9.075kWh,144W
14/09/2024,11:35PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.6C,234.9V,9.063kWh,324W
14/09/2024,11:30PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,233.1V,9.036kWh,588W
14/09/2024,11:25PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,232.4V,8.987kWh,648W
14/09/2024,11:20PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,232.2V,8.933kWh,564W
14/09/2024,11:15PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,13.5C,232.0V,8.886kWh,636W
14/09/2024,11:10PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,13.5C,231.7V,8.833kWh,552W
14/09/2024,11:05PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,232.4V,8.787kWh,696W
14/09/2024,11:00PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,229.4V,8.729kWh,624W
14/09/2024,10:55PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,231.9V,8.677kWh,912W
14/09/2024,10:50PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,229.4V,8.601kWh,696W
14/09/2024,10:45PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.1C,231.4V,8.543kWh,660W
14/09/2024,10:40PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.7C,228.3V,8.488kWh,636W
14/09/2024,10:35PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.7C,231.9V,8.435kWh,"1,068W"
14/09/2024,10:30PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,14.7C,229.2V,8.346kWh,828W
14/09/2024,10:25PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.0C,232.3V,8.277kWh,672W
14/09/2024,10:20PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.0C,231.3V,8.221kWh,576W
14/09/2024,10:15PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.3C,230.5V,8.173kWh,588W
14/09/2024,10:10PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.3C,230.0V,8.124kWh,672W
14/09/2024,10:05PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.3C,230.3V,8.068kWh,720W
14/09/2024,10:00PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,229.7V,8.008kWh,708W
14/09/2024,9:55PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,229.9V,7.949kWh,744W
14/09/2024,9:50PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,230.9V,7.887kWh,708W
14/09/2024,9:45PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,230.4V,7.828kWh,864W
14/09/2024,9:40PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,230.5V,7.756kWh,"1,308W"
14/09/2024,9:35PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,220.8V,7.647kWh,"1,920W"
14/09/2024,9:30PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,223.6V,7.487kWh,"1,908W"
14/09/2024,9:25PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,224.2V,7.328kWh,"1,908W"
14/09/2024,9:20PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,223.3V,7.169kWh,"1,908W"
14/09/2024,9:15PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,223.9V,7.010kWh,"1,908W"
14/09/2024,9:10PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,224.1V,6.851kWh,"1,740W"
14/09/2024,9:05PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.8C,223.6V,6.706kWh,"1,704W"
14/09/2024,9:00PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.9C,224.5V,6.564kWh,"1,944W"
14/09/2024,8:55PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.9C,224.1V,6.402kWh,"1,860W"
14/09/2024,8:50PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.9C,223.8V,6.247kWh,"1,824W"
14/09/2024,8:45PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.9C,225.5V,6.095kWh,"1,848W"
14/09/2024,8:40PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,15.9C,224.1V,5.941kWh,"1,752W"
14/09/2024,8:35PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,16.4C,224.5V,5.795kWh,"1,308W"
14/09/2024,8:30PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,16.4C,230.8V,5.686kWh,624W
14/09/2024,8:25PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,16.4C,231.1V,5.634kWh,588W
14/09/2024,8:20PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,16.4C,230.4V,5.585kWh,564W
14/09/2024,8:15PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,16.4C,231.6V,5.538kWh,552W
14/09/2024,8:10PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,16.4C,230.2V,5.492kWh,588W
14/09/2024,8:05PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,229.2V,5.443kWh,780W
14/09/2024,8:00PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,227.2V,5.378kWh,972W
14/09/2024,7:55PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,225.2V,5.297kWh,612W
14/09/2024,7:50PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,227.4V,5.246kWh,456W
14/09/2024,7:45PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,229.1V,5.208kWh,372W
14/09/2024,7:40PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,229.4V,5.177kWh,372W
14/09/2024,7:35PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,230.2V,5.146kWh,384W
14/09/2024,7:30PM,60.380kWh,4.078kWh/kW,0W,0W,0.000kW/kW,17.0C,229.3V,5.114kWh,288W
14/09/2024,7:25PM,60.380kWh,4.078kWh/kW,2W,0W,0.000kW/kW,17.0C,231.4V,5.090kWh,264W
14/09/2024,7:20PM,60.380kWh,4.078kWh/kW,5W,0W,0.000kW/kW,17.0C,230.7V,5.068kWh,264W
14/09/2024,7:15PM,60.380kWh,4.078kWh/kW,11W,12W,0.001kW/kW,17.5C,231.7V,5.046kWh,240W
14/09/2024,7:10PM,60.379kWh,4.078kWh/kW,19W,12W,0.001kW/kW,17.5C,230.8V,5.026kWh,288W
14/09/2024,7:05PM,60.378kWh,4.078kWh/kW,8W,48W,0.003kW/kW,17.5C,229.6V,5.002kWh,276W
14/09/2024,7:00PM,60.374kWh,4.078kWh/kW,57W,84W,0.006kW/kW,17.5C,233.0V,4.979kWh,240W
14/09/2024,6:55PM,60.367kWh,4.077kWh/kW,109W,156W,0.011kW/kW,17.5C,233.7V,4.959kWh,252W
14/09/2024,6:50PM,60.354kWh,4.077kWh/kW,144W,276W,0.019kW/kW,17.5C,232.3V,4.938kWh,312W
14/09/2024,6:45PM,60.331kWh,4.075kWh/kW,467W,372W,0.025kW/kW,17.5C,232.2V,4.912kWh,348W
14/09/2024,6:40PM,60.300kWh,4.073kWh/kW,195W,216W,0.015kW/kW,17.5C,231.4V,4.883kWh,372W
14/09/2024,6:35PM,60.282kWh,4.072kWh/kW,155W,192W,0.013kW/kW,17.5C,230.3V,4.852kWh,384W
14/09/2024,6:30PM,60.266kWh,4.071kWh/kW,159W,180W,0.012kW/kW,17.8C,230.8V,4.820kWh,384W
14/09/2024,6:25PM,60.251kWh,4.070kWh/kW,167W,216W,0.015kW/kW,17.8C,230.7V,4.788kWh,384W
14/09/2024,6:20PM,60.233kWh,4.068kWh/kW,153W,312W,0.021kW/kW,17.8C,231.8V,4.756kWh,384W
14/09/2024,6:15PM,60.207kWh,4.067kWh/kW,267W,420W,0.028kW/kW,17.8C,231.5V,4.724kWh,588W
14/09/2024,6:10PM,60.172kWh,4.064kWh/kW,539W,588W,0.040kW/kW,17.8C,229.2V,4.675kWh,708W
14/09/2024,6:05PM,60.123kWh,4.061kWh/kW,616W,960W,0.065kW/kW,17.8C,232.4V,4.616kWh,324W
14/09/2024,6:00PM,60.043kWh,4.056kWh/kW,920W,"1,020W",0.069kW/kW,18.7C,232.7V,4.589kWh,264W
14/09/2024,5:55PM,59.958kWh,4.050kWh/kW,"1,500W","1,848W",0.125kW/kW,18.7C,230.0V,4.567kWh,252W
14/09/2024,5:50PM,59.804kWh,4.039kWh/kW,"1,350W","1,176W",0.079kW/kW,18.7C,233.1V,4.546kWh,180W
14/09/2024,5:45PM,59.706kWh,4.033kWh/kW,"1,485W","2,412W",0.163kW/kW,18.7C,232.9V,4.531kWh,120W
14/09/2024,5:40PM,59.505kWh,4.019kWh/kW,"2,862W","2,232W",0.151kW/kW,18.7C,232.9V,4.521kWh,240W
14/09/2024,5:35PM,59.319kWh,4.007kWh/kW,"1,922W","2,316W",0.156kW/kW,18.7C,233.4V,4.501kWh,264W
14/09/2024,5:30PM,59.126kWh,3.994kWh/kW,"3,634W","3,060W",0.207kW/kW,18.9C,233.7V,4.479kWh,264W
14/09/2024,5:25PM,58.871kWh,3.976kWh/kW,"3,719W","2,208W",0.149kW/kW,18.9C,234.7V,4.457kWh,276W
14/09/2024,5:20PM,58.687kWh,3.964kWh/kW,"1,742W","2,520W",0.170kW/kW,18.9C,233.6V,4.434kWh,264W
14/09/2024,5:15PM,58.477kWh,3.950kWh/kW,"3,656W","4,284W",0.289kW/kW,18.9C,235.4V,4.412kWh,252W
14/09/2024,5:10PM,58.120kWh,3.926kWh/kW,"4,912W","5,064W",0.342kW/kW,18.9C,236.4V,4.391kWh,240W
14/09/2024,5:05PM,57.698kWh,3.897kWh/kW,"4,919W","3,348W",0.226kW/kW,18.9C,235.8V,4.371kWh,240W
14/09/2024,5:00PM,57.419kWh,3.878kWh/kW,"1,703W","1,584W",0.107kW/kW,18.9C,234.5V,4.351kWh,240W
14/09/2024,4:55PM,57.287kWh,3.869kWh/kW,"1,514W","4,872W",0.329kW/kW,18.9C,233.7V,4.331kWh,228W
14/09/2024,4:50PM,56.881kWh,3.842kWh/kW,"5,726W","4,740W",0.320kW/kW,18.7C,236.7V,4.312kWh,240W
14/09/2024,4:45PM,56.486kWh,3.815kWh/kW,"2,401W","3,096W",0.209kW/kW,18.7C,235.2V,4.292kWh,204W
14/09/2024,4:40PM,56.228kWh,3.798kWh/kW,"1,792W","1,956W",0.132kW/kW,18.7C,234.8V,4.275kWh,132W
14/09/2024,4:35PM,56.065kWh,3.787kWh/kW,"2,198W","2,004W",0.135kW/kW,18.7C,235.8V,4.264kWh,144W
14/09/2024,4:30PM,55.898kWh,3.776kWh/kW,"1,844W","2,376W",0.160kW/kW,18.7C,235.0V,4.252kWh,168W
14/09/2024,4:25PM,55.700kWh,3.762kWh/kW,"2,783W","6,564W",0.443kW/kW,18.7C,234.4V,4.238kWh,168W
14/09/2024,4:20PM,55.153kWh,3.725kWh/kW,"7,560W","7,620W",0.515kW/kW,18.5C,237.9V,4.224kWh,168W
14/09/2024,4:15PM,54.518kWh,3.682kWh/kW,"7,480W","6,264W",0.423kW/kW,18.5C,238.1V,4.210kWh,180W
14/09/2024,4:10PM,53.996kWh,3.647kWh/kW,"3,719W","5,832W",0.394kW/kW,18.5C,234.1V,4.195kWh,168W
14/09/2024,4:05PM,53.510kWh,3.614kWh/kW,"4,827W","4,248W",0.287kW/kW,18.4C,235.1V,4.181kWh,132W
14/09/2024,4:00PM,53.156kWh,3.590kWh/kW,"2,233W","2,100W",0.142kW/kW,18.4C,234.7V,4.170kWh,144W
14/09/2024,3:55PM,52.981kWh,3.579kWh/kW,"1,960W","2,160W",0.146kW/kW,18.4C,234.2V,4.158kWh,156W
14/09/2024,3:50PM,52.801kWh,3.566kWh/kW,"2,485W","2,604W",0.176kW/kW,18.4C,234.7V,4.145kWh,144W
14/09/2024,3:45PM,52.584kWh,3.552kWh/kW,"2,160W","6,360W",0.430kW/kW,18.4C,233.5V,4.133kWh,132W
14/09/2024,3:40PM,52.054kWh,3.516kWh/kW,"10,351W","6,384W",0.431kW/kW,18.4C,238.9V,4.122kWh,168W
14/09/2024,3:35PM,51.522kWh,3.480kWh/kW,"9,488W","5,856W",0.396kW/kW,18.4C,238.2V,4.108kWh,192W
14/09/2024,3:30PM,51.034kWh,3.447kWh/kW,"3,335W","3,540W",0.239kW/kW,18.7C,234.3V,4.092kWh,264W
14/09/2024,3:25PM,50.739kWh,3.427kWh/kW,"2,851W","2,556W",0.173kW/kW,18.7C,235.1V,4.070kWh,264W
14/09/2024,3:20PM,50.526kWh,3.413kWh/kW,"1,963W","1,596W",0.108kW/kW,18.7C,233.7V,4.048kWh,276W
14/09/2024,3:15PM,50.393kWh,3.404kWh/kW,"1,325W","1,296W",0.088kW/kW,19.2C,233.1V,4.025kWh,288W
14/09/2024,3:10PM,50.285kWh,3.396kWh/kW,"1,273W","1,488W",0.101kW/kW,19.2C,233.3V,4.001kWh,264W
14/09/2024,3:05PM,50.161kWh,3.388kWh/kW,"2,076W","2,172W",0.147kW/kW,19.2C,233.3V,3.979kWh,276W
14/09/2024,3:00PM,49.980kWh,3.376kWh/kW,"1,778W","2,112W",0.143kW/kW,19.4C,233.3V,3.956kWh,264W
14/09/2024,2:55PM,49.804kWh,3.364kWh/kW,"2,641W","3,084W",0.208kW/kW,19.4C,234.5V,3.934kWh,276W
14/09/2024,2:50PM,49.547kWh,3.347kWh/kW,"2,880W","2,208W",0.149kW/kW,19.4C,234.6V,3.911kWh,252W
14/09/2024,2:45PM,49.363kWh,3.334kWh/kW,"1,640W","1,572W",0.106kW/kW,19.5C,234.6V,3.890kWh,264W
14/09/2024,2:40PM,49.232kWh,3.325kWh/kW,"1,849W","2,520W",0.170kW/kW,19.5C,233.6V,3.868kWh,300W
14/09/2024,2:35PM,49.022kWh,3.311kWh/kW,"2,713W","3,684W",0.249kW/kW,19.5C,233.8V,3.843kWh,252W
14/09/2024,2:30PM,48.715kWh,3.290kWh/kW,"2,935W","1,776W",0.120kW/kW,19.5C,235.1V,3.822kWh,156W
14/09/2024,2:25PM,48.567kWh,3.280kWh/kW,"1,372W","1,908W",0.129kW/kW,19.5C,233.8V,3.809kWh,144W
14/09/2024,2:20PM,48.408kWh,3.270kWh/kW,"2,392W","5,544W",0.374kW/kW,18.5C,234.7V,3.797kWh,144W
14/09/2024,2:15PM,47.946kWh,3.239kWh/kW,"12,317W","10,884W",0.735kW/kW,19.5C,241.0V,3.785kWh,168W
14/09/2024,2:10PM,47.039kWh,3.177kWh/kW,"12,093W","12,012W",0.811kW/kW,18.5C,242.0V,3.771kWh,168W
14/09/2024,2:05PM,46.038kWh,3.110kWh/kW,"13,157W","9,600W",0.648kW/kW,18.5C,244.0V,3.757kWh,180W
14/09/2024,2:00PM,45.238kWh,3.056kWh/kW,"13,215W","3,816W",0.258kW/kW,20.6C,242.5V,3.742kWh,168W
14/09/2024,1:55PM,44.920kWh,3.034kWh/kW,"3,042W","3,708W",0.250kW/kW,20.6C,234.9V,3.728kWh,168W
14/09/2024,1:50PM,44.611kWh,3.013kWh/kW,"5,359W","8,988W",0.607kW/kW,20.3C,236.3V,3.714kWh,132W
14/09/2024,1:45PM,43.862kWh,2.963kWh/kW,"12,930W","10,680W",0.721kW/kW,20.3C,241.2V,3.703kWh,168W
14/09/2024,1:40PM,42.972kWh,2.903kWh/kW,"12,206W","11,568W",0.781kW/kW,20.3C,241.6V,3.689kWh,144W
14/09/2024,1:35PM,42.008kWh,2.837kWh/kW,"11,188W","11,556W",0.781kW/kW,20.3C,240.8V,3.677kWh,132W
14/09/2024,1:30PM,41.045kWh,2.772kWh/kW,"11,896W","12,468W",0.842kW/kW,20.5C,240.5V,3.666kWh,144W
14/09/2024,1:25PM,40.006kWh,2.702kWh/kW,"13,053W","6,372W",0.430kW/kW,20.5C,240.6V,3.654kWh,132W
14/09/2024,1:20PM,39.475kWh,2.666kWh/kW,"2,977W","3,504W",0.237kW/kW,20.3C,233.9V,3.643kWh,156W
14/09/2024,1:15PM,39.183kWh,2.647kWh/kW,"5,580W","9,900W",0.669kW/kW,20.3C,236.0V,3.630kWh,144W
14/09/2024,1:10PM,38.358kWh,2.591kWh/kW,"3,403W","3,348W",0.226kW/kW,20.3C,234.0V,3.618kWh,168W
14/09/2024,1:05PM,38.079kWh,2.572kWh/kW,"3,707W","8,856W",0.598kW/kW,20.3C,233.8V,3.604kWh,168W
14/09/2024,1:00PM,37.341kWh,2.522kWh/kW,"3,338W","3,168W",0.214kW/kW,20.9C,233.7V,3.590kWh,180W
14/09/2024,12:55PM,37.077kWh,2.504kWh/kW,"3,061W","9,072W",0.613kW/kW,20.1C,232.9V,3.575kWh,168W
14/09/2024,12:50PM,36.321kWh,2.453kWh/kW,"13,552W","9,852W",0.665kW/kW,20.1C,240.7V,3.561kWh,168W
14/09/2024,12:45PM,35.500kWh,2.398kWh/kW,"2,752W","2,988W",0.202kW/kW,20.1C,234.5V,3.547kWh,156W
14/09/2024,12:40PM,35.251kWh,2.381kWh/kW,"9,119W","8,796W",0.594kW/kW,20.1C,238.2V,3.534kWh,156W
14/09/2024,12:35PM,34.518kWh,2.332kWh/kW,"4,207W","6,096W",0.412kW/kW,20.1C,235.3V,3.521kWh,144W
14/09/2024,12:30PM,34.010kWh,2.297kWh/kW,"4,458W","11,916W",0.805kW/kW,19.8C,234.6V,3.509kWh,144W
14/09/2024,12:25PM,33.017kWh,2.230kWh/kW,"12,899W","11,568W",0.781kW/kW,19.8C,239.3V,3.497kWh,144W
14/09/2024,12:20PM,32.053kWh,2.165kWh/kW,"13,431W","9,468W",0.640kW/kW,19.8C,239.2V,3.485kWh,132W
14/09/2024,12:15PM,31.264kWh,2.112kWh/kW,"4,285W","7,548W",0.510kW/kW,20.2C,234.2V,3.474kWh,228W
14/09/2024,12:10PM,30.635kWh,2.069kWh/kW,"7,520W","5,460W",0.369kW/kW,20.2C,235.5V,3.455kWh,228W
14/09/2024,12:05PM,30.180kWh,2.039kWh/kW,"3,714W","3,744W",0.253kW/kW,20.2C,233.6V,3.436kWh,276W
14/09/2024,12:00PM,29.868kWh,2.017kWh/kW,"2,915W","3,804W",0.257kW/kW,20.7C,231.9V,3.413kWh,288W
14/09/2024,11:55AM,29.551kWh,1.996kWh/kW,"5,082W","5,568W",0.376kW/kW,20.7C,235.3V,3.389kWh,264W
14/09/2024,11:50AM,29.087kWh,1.965kWh/kW,"8,005W","10,728W",0.725kW/kW,20.7C,236.8V,3.367kWh,276W
14/09/2024,11:45AM,28.193kWh,1.904kWh/kW,"12,772W","12,264W",0.828kW/kW,20.7C,241.4V,3.344kWh,288W
14/09/2024,11:40AM,27.171kWh,1.835kWh/kW,"12,588W","4,032W",0.272kW/kW,20.7C,240.7V,3.320kWh,264W
14/09/2024,11:35AM,26.835kWh,1.813kWh/kW,"3,403W","4,872W",0.329kW/kW,20.2C,234.1V,3.298kWh,276W
14/09/2024,11:30AM,26.429kWh,1.785kWh/kW,"8,293W","8,088W",0.546kW/kW,20.2C,236.4V,3.275kWh,264W
14/09/2024,11:25AM,25.755kWh,1.740kWh/kW,"11,414W","10,044W",0.678kW/kW,19.1C,239.3V,3.253kWh,264W
14/09/2024,11:20AM,24.918kWh,1.683kWh/kW,"10,844W","10,752W",0.726kW/kW,19.1C,239.6V,3.231kWh,276W
14/09/2024,11:15AM,24.022kWh,1.623kWh/kW,"10,395W","10,452W",0.706kW/kW,19.0C,238.9V,3.208kWh,192W
14/09/2024,11:10AM,23.151kWh,1.564kWh/kW,"10,351W","9,912W",0.670kW/kW,19.0C,238.4V,3.192kWh,144W
14/09/2024,11:05AM,22.325kWh,1.508kWh/kW,"9,816W","9,840W",0.665kW/kW,19.0C,238.9V,3.180kWh,144W
14/09/2024,11:00AM,21.505kWh,1.453kWh/kW,"9,932W","9,852W",0.665kW/kW,17.4C,237.7V,3.168kWh,156W
14/09/2024,10:55AM,20.684kWh,1.397kWh/kW,"9,774W","9,912W",0.670kW/kW,17.4C,237.2V,3.155kWh,168W
14/09/2024,10:50AM,19.858kWh,1.341kWh/kW,"9,791W","10,068W",0.680kW/kW,16.9C,237.8V,3.141kWh,168W
14/09/2024,10:45AM,19.019kWh,1.285kWh/kW,"10,200W","10,116W",0.683kW/kW,17.8C,238.8V,3.127kWh,168W
14/09/2024,10:40AM,18.176kWh,1.228kWh/kW,"9,761W","9,696W",0.655kW/kW,17.8C,238.1V,3.113kWh,156W
14/09/2024,10:35AM,17.368kWh,1.173kWh/kW,"6,181W","9,972W",0.674kW/kW,17.8C,236.0V,3.100kWh,168W
14/09/2024,10:30AM,16.537kWh,1.117kWh/kW,"9,810W","9,312W",0.629kW/kW,19.6C,238.4V,3.086kWh,144W
14/09/2024,10:25AM,15.761kWh,1.065kWh/kW,"10,463W","5,280W",0.357kW/kW,19.6C,237.5V,3.074kWh,132W
14/09/2024,10:20AM,15.321kWh,1.035kWh/kW,"3,986W","7,452W",0.503kW/kW,19.1C,235.3V,3.063kWh,144W
14/09/2024,10:15AM,14.700kWh,0.993kWh/kW,"11,088W","7,488W",0.506kW/kW,19.1C,240.7V,3.051kWh,132W
14/09/2024,10:10AM,14.076kWh,0.951kWh/kW,"8,272W","7,092W",0.479kW/kW,19.1C,238.8V,3.040kWh,144W
14/09/2024,10:05AM,13.485kWh,0.911kWh/kW,"6,996W","9,024W",0.610kW/kW,19.1C,238.9V,3.028kWh,144W
14/09/2024,10:00AM,12.733kWh,0.860kWh/kW,"8,467W","8,520W",0.575kW/kW,19.1C,237.8V,3.016kWh,132W
14/09/2024,9:55AM,12.023kWh,0.812kWh/kW,"8,337W","8,256W",0.558kW/kW,19.1C,236.5V,3.005kWh,144W
14/09/2024,9:50AM,11.335kWh,0.766kWh/kW,"8,105W","8,208W",0.554kW/kW,19.1C,237.2V,2.993kWh,168W
14/09/2024,9:45AM,10.651kWh,0.719kWh/kW,"7,959W","8,076W",0.545kW/kW,18.5C,237.5V,2.979kWh,168W
14/09/2024,9:40AM,9.978kWh,0.674kWh/kW,"7,799W","7,956W",0.537kW/kW,18.5C,234.7V,2.965kWh,156W
14/09/2024,9:35AM,9.315kWh,0.629kWh/kW,"7,638W","7,656W",0.517kW/kW,17.9C,235.5V,2.952kWh,168W
14/09/2024,9:30AM,8.677kWh,0.586kWh/kW,"7,479W","7,008W",0.473kW/kW,17.9C,235.6V,2.938kWh,156W
14/09/2024,9:25AM,8.093kWh,0.547kWh/kW,"7,155W","7,152W",0.483kW/kW,17.4C,235.4V,2.925kWh,156W
14/09/2024,9:20AM,7.497kWh,0.506kWh/kW,"7,035W","6,276W",0.424kW/kW,17.9C,235.1V,2.912kWh,144W
14/09/2024,9:15AM,6.974kWh,0.471kWh/kW,"6,680W","4,224W",0.285kW/kW,17.4C,236.3V,2.900kWh,132W
14/09/2024,9:10AM,6.622kWh,0.447kWh/kW,"6,303W","6,204W",0.419kW/kW,17.4C,234.6V,2.889kWh,144W
14/09/2024,9:05AM,6.105kWh,0.412kWh/kW,"5,953W","6,012W",0.406kW/kW,17.4C,234.9V,2.877kWh,132W
14/09/2024,9:00AM,5.604kWh,0.379kWh/kW,"5,731W","5,796W",0.391kW/kW,18.1C,234.2V,2.866kWh,144W
14/09/2024,8:55AM,5.121kWh,0.346kWh/kW,"5,575W","5,628W",0.380kW/kW,18.1C,234.7V,2.854kWh,192W
14/09/2024,8:50AM,4.652kWh,0.314kWh/kW,"5,337W","5,316W",0.359kW/kW,18.1C,233.3V,2.838kWh,240W
14/09/2024,8:45AM,4.209kWh,0.284kWh/kW,"5,042W","5,064W",0.342kW/kW,17.6C,235.2V,2.818kWh,264W
14/09/2024,8:40AM,3.787kWh,0.256kWh/kW,"4,821W","4,836W",0.327kW/kW,15.7C,233.6V,2.796kWh,276W
14/09/2024,8:35AM,3.384kWh,0.229kWh/kW,"4,522W","4,560W",0.308kW/kW,15.7C,233.5V,2.773kWh,264W
14/09/2024,8:30AM,3.004kWh,0.203kWh/kW,"4,326W","4,284W",0.289kW/kW,15.7C,232.5V,2.751kWh,288W
14/09/2024,8:25AM,2.647kWh,0.179kWh/kW,"4,021W","3,996W",0.270kW/kW,15.7C,233.8V,2.727kWh,276W
14/09/2024,8:20AM,2.314kWh,0.156kWh/kW,"3,792W","3,732W",0.252kW/kW,15.7C,233.5V,2.704kWh,264W
14/09/2024,8:15AM,2.003kWh,0.135kWh/kW,"3,493W","3,540W",0.239kW/kW,15.9C,233.3V,2.682kWh,264W
14/09/2024,8:10AM,1.708kWh,0.115kWh/kW,"3,230W","3,096W",0.209kW/kW,15.9C,233.3V,2.660kWh,264W
14/09/2024,8:05AM,1.450kWh,0.098kWh/kW,"2,895W","2,868W",0.194kW/kW,14.1C,232.8V,2.638kWh,264W
14/09/2024,8:00AM,1.211kWh,0.082kWh/kW,"2,721W","2,700W",0.182kW/kW,14.1C,233.3V,2.616kWh,276W
14/09/2024,7:55AM,0.986kWh,0.067kWh/kW,"2,534W","2,436W",0.165kW/kW,14.1C,233.0V,2.593kWh,180W
14/09/2024,7:50AM,0.783kWh,0.053kWh/kW,"2,159W","2,064W",0.139kW/kW,13.0C,233.8V,2.578kWh,144W
14/09/2024,7:45AM,0.611kWh,0.041kWh/kW,"1,909W","1,800W",0.122kW/kW,13.0C,232.9V,2.566kWh,144W
14/09/2024,7:40AM,0.461kWh,0.031kWh/kW,"1,620W","1,524W",0.103kW/kW,13.0C,233.4V,2.554kWh,156W
14/09/2024,7:35AM,0.334kWh,0.023kWh/kW,"1,281W","1,092W",0.074kW/kW,13.0C,233.9V,2.541kWh,168W
14/09/2024,7:30AM,0.243kWh,0.016kWh/kW,969W,816W,0.055kW/kW,12.4C,233.9V,2.527kWh,168W
14/09/2024,7:25AM,0.175kWh,0.012kWh/kW,471W,684W,0.046kW/kW,12.4C,233.6V,2.513kWh,168W
14/09/2024,7:20AM,0.118kWh,0.008kWh/kW,603W,504W,0.034kW/kW,12.4C,234.7V,2.499kWh,156W
14/09/2024,7:15AM,0.076kWh,0.005kWh/kW,438W,372W,0.025kW/kW,12.4C,235.2V,2.486kWh,156W
14/09/2024,7:10AM,0.045kWh,0.003kWh/kW,331W,276W,0.019kW/kW,12.4C,234.0V,2.473kWh,168W
14/09/2024,7:05AM,0.022kWh,0.001kWh/kW,248W,156W,0.011kW/kW,12.4C,235.1V,2.459kWh,132W
14/09/2024,7:00AM,0.009kWh,0.001kWh/kW,110W,60W,0.004kW/kW,12.4C,233.9V,2.448kWh,144W
